TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,INTERNET_CASA,EST_IDADE,EST_RENDA_PER_CAP,EST_CELULAR_PER_CAP,EST_COMP_PER_CAP,EST_VEICULO_PER_CAP,EST_ELE_DOM_PER_CAP,cluster
Feminino,Parda,Privada,573.7,550.6,571.6,583.3,700.0,PG completo,PG completo,True,17.0,2145.0012500000003,1.125,0.25,0.25,1.75,1
Masculino,Branca,Estadual,632.2,632.4,690.0,617.7,860.0,ES incompleto,ES incompleto,True,18.0,577.50125,0.75,0.25,0.0,1.5,1
Masculino,Branca,Estadual,654.8,556.7,769.5,634.8,0.0,EF-1 incompleto,EF-1 incompleto,True,18.0,462.001,0.2,0.2,0.2,0.8,1
Masculino,Branca,Federal,428.5,507.5,464.3,585.1,520.0,ES incompleto,PG completo,True,19.0,550.0016666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Feminino,Branca,Privada,518.6,371.7,504.8,321.9,480.0,PG completo,PG completo,True,18.0,1980.001,0.2,0.4,0.4,1.4,0
Feminino,Preta,Estadual,573.6,472.7,546.2,529.4,640.0,ES incompleto,ES incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.0,0.0,1.0,0
Feminino,Branca,Estadual,510.4,525.8,582.5,539.5,840.0,EM incompleto,ES incompleto,True,18.0,412.50125,0.0,0.0,0.5,1.0,1
Feminino,Branca,Privada,511.5,462.1,357.3,604.4,840.0,ES incompleto,ES incompleto,True,18.0,4455.00125,1.125,0.5,0.25,2.0,0
Feminino,Amarela,Privada,599.5,596.4,617.7,600.0,640.0,PG completo,PG completo,True,18.0,3740.001666666667,1.0,1.0,0.3333333333333333,1.3333333333333333,1
Masculino,Branca,Privada,600.8,590.6,676.9,584.4,600.0,ES incompleto,ES incompleto,True,18.0,770.0008333333334,0.5,0.0,0.0,0.6666666666666666,1
Feminino,Branca,Privada,478.4,387.0,435.1,515.8,660.0,EF-1 incompleto,PG completo,True,17.0,1540.0016666666668,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0
Masculino,Branca,Privada,484.5,521.0,615.6,555.2,540.0,ES incompleto,PG incompleto,True,18.0,2145.0012500000003,1.125,0.25,0.5,1.75,0
Feminino,Branca,Estadual,470.8,473.3,379.3,479.6,420.0,EM incompleto,ES incompleto,True,18.0,2310.0025,0.5,0.0,0.5,2.5,0
Feminino,Branca,Privada,488.1,443.5,432.1,503.3,740.0,ES incompleto,ES incompleto,True,17.0,3630.00125,0.75,0.25,0.25,1.5,0
Masculino,Branca,Estadual,515.7,424.1,576.9,462.9,760.0,EM incompleto,EF-2 incompleto,True,18.0,412.50125,1.125,0.25,0.25,1.0,0
Feminino,Branca,Privada,661.2,525.1,705.9,608.9,620.0,PG incompleto,PG completo,True,16.0,7425.001249999999,1.125,0.5,0.75,2.625,1
Feminino,Branca,Privada,628.6,582.5,657.2,604.3,900.0,EM incompleto,EF-2 incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1
Masculino,Branca,Privada,608.5,632.3,809.3,565.5,820.0,PG completo,PG completo,True,18.0,9900.001666666663,1.0,1.0,0.6666666666666666,2.833333333333333,1
Masculino,Branca,Privada,567.7,459.3,671.9,578.1,580.0,PG completo,PG completo,True,17.0,3630.00125,1.125,0.75,0.5,2.5,1
Masculino,Branca,Privada,542.5,549.6,632.3,583.1,580.0,PG incompleto,PG completo,True,18.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0,1
Feminino,Branca,Estadual,522.0,526.5,533.7,562.9,680.0,PG incompleto,PG incompleto,True,18.0,1540.0016666666668,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0
Feminino,Branca,Privada,565.5,595.9,524.4,607.9,820.0,ES incompleto,ES incompleto,True,17.0,990.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1
Feminino,Parda,Estadual,504.8,432.7,486.8,469.7,600.0,EM incompleto,ES incompleto,True,18.0,550.0016666666667,1.0,0.6666666666666666,0.6666666666666666,2.5,0
Feminino,Branca,Privada,647.8,613.0,701.0,635.7,920.0,PG incompleto,PG incompleto,True,17.0,3135.0012500000003,1.125,0.5,0.5,1.75,1
Feminino,Branca,Privada,726.4,772.4,925.8,726.5,940.0,ES incompleto,PG incompleto,True,17.0,4840.001666666667,1.5,1.0,0.6666666666666666,3.0,1
Feminino,Branca,Estadual,654.4,594.3,731.0,624.3,600.0,PG completo,ES incompleto,True,17.0,1155.00125,1.125,0.25,0.5,1.5,1
Masculino,Branca,Privada,523.5,432.8,680.1,491.9,680.0,PG completo,ES incompleto,True,17.0,7425.001249999999,1.125,0.5,0.5,2.625,0
Feminino,Indigena,Estadual,453.5,400.7,444.0,511.8,300.0,EF-2 incompleto,ES incompleto,True,17.0,412.50125,1.125,0.0,0.25,1.25,0
Feminino,Branca,Estadual,597.2,420.1,594.4,525.1,800.0,EF-2 incompleto,ES incompleto,True,18.0,132.0,0.2,0.0,0.0,0.8,0
Masculino,Branca,Estadual,556.1,518.3,600.1,527.2,560.0,ES incompleto,EM incompleto,True,18.0,924.001,0.4,0.2,0.2,1.0,0
Masculino,Branca,Privada,571.9,590.7,755.6,552.9,540.0,EM incompleto,ES incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0,1
Feminino,Branca,Estadual,472.5,516.3,474.6,492.2,740.0,EF-1 incompleto,ES incompleto,True,18.0,2310.0025,1.0,0.5,0.0,2.5,0
Masculino,Branca,Estadual,475.5,357.8,399.1,552.5,540.0,EM incompleto,ES incompleto,True,18.0,132.0,0.2,0.2,0.0,0.4,0
Feminino,Branca,Privada,576.5,524.4,622.7,570.4,840.0,PG incompleto,PG incompleto,True,18.0,1155.00125,1.125,0.5,0.5,1.75,1
Feminino,Amarela,Privada,439.7,445.0,442.9,435.5,900.0,ES incompleto,ES incompleto,True,18.0,1540.0016666666668,1.5,0.6666666666666666,1.6666666666666667,2.333333333333333,0
Feminino,Branca,Estadual,517.7,464.0,599.5,545.6,740.0,ES incompleto,PG incompleto,True,18.0,907.50125,1.125,0.25,0.25,1.5,0
Feminino,Parda,Estadual,565.5,516.1,613.2,479.9,360.0,EF-2 incompleto,EM incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.0,1.6666666666666667,0
Masculino,Branca,Estadual,432.2,406.4,339.0,445.0,380.0,EF-1 incompleto,ES incompleto,True,17.0,330.0,1.0,0.0,0.0,2.5,0
Masculino,Parda,Privada,552.4,555.3,588.0,521.3,620.0,ES incompleto,ES incompleto,True,18.0,2805.0012500000003,1.125,1.125,0.25,1.75,0
Feminino,Branca,Privada,625.9,620.2,724.2,643.6,780.0,PG completo,PG incompleto,True,17.0,5940.000999999999,0.9,0.6,0.6,2.1,1
Feminino,Branca,Privada,548.8,524.4,590.1,519.5,600.0,EF-1 incompleto,EM incompleto,True,17.0,330.0,1.0,0.5,0.0,2.0,0
Masculino,Branca,Estadual,547.9,533.5,522.5,546.5,680.0,ES incompleto,ES incompleto,True,18.0,990.0016666666668,0.6666666666666666,0.0,0.0,2.0,0
Feminino,Amarela,Privada,662.6,579.4,633.6,650.3,800.0,PG completo,PG completo,True,17.0,1485.0025,1.0,1.0,0.0,2.0,1
Feminino,Branca,Privada,516.2,465.5,465.1,499.7,640.0,PG incompleto,ES incompleto,True,18.0,5775.001249999999,1.125,0.75,0.5,2.0,0
Masculino,Branca,Estadual,559.4,604.0,591.4,566.1,680.0,PG incompleto,ES incompleto,True,18.0,742.50125,1.125,0.25,0.25,1.5,1
Feminino,Branca,Privada,610.7,539.5,695.0,578.3,800.0,PG incompleto,ES incompleto,True,18.0,1540.0016666666668,1.0,1.0,0.3333333333333333,1.3333333333333333,1
Feminino,Parda,Estadual,472.0,382.4,471.9,456.0,740.0,ES incompleto,ES incompleto,True,17.0,907.50125,1.125,0.25,0.25,1.5,0
Feminino,Parda,Estadual,558.8,456.0,549.6,563.8,900.0,EF-1 incompleto,EF-1 incompleto,True,18.0,412.50125,1.125,0.0,0.0,0.75,1
Masculino,Branca,Estadual,515.6,496.3,528.7,516.3,520.0,EF-1 incompleto,ES incompleto,True,18.0,220.0,0.6666666666666666,0.0,0.3333333333333333,2.0,0
Masculino,Branca,Privada,607.8,625.7,627.2,614.6,660.0,PG incompleto,PG completo,True,17.0,3564.001,0.9,0.6,0.4,1.4,1
Masculino,Branca,Estadual,481.0,412.9,410.9,465.7,340.0,EM incompleto,ES incompleto,True,18.0,770.0016666666667,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0
Masculino,Branca,Estadual,390.9,556.4,586.7,468.6,360.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.5,0.3333333333333333,0.3333333333333333,3.1666666666666665,0
Masculino,Parda,Privada,646.1,569.2,443.3,580.8,780.0,ES incompleto,ES incompleto,True,18.0,577.50125,0.5,0.25,0.25,1.25,1
Feminino,Branca,Privada,618.5,580.7,828.7,626.1,680.0,ES incompleto,PG completo,True,17.0,1815.00125,0.75,0.5,0.25,2.0,1
Masculino,Branca,Privada,629.0,566.9,707.0,564.2,700.0,EM incompleto,ES incompleto,True,18.0,1485.0025,1.0,1.0,0.0,3.5,1
Feminino,Parda,Estadual,462.4,447.8,435.5,473.4,380.0,ES incompleto,ES incompleto,True,20.0,132.0,0.4,0.0,0.0,0.8,0
Feminino,Branca,Estadual,579.7,514.5,657.4,605.6,840.0,EF-2 incompleto,EM incompleto,False,17.0,330.0,0.5,0.0,0.0,2.0,1
Masculino,Parda,Estadual,411.0,344.7,340.6,323.2,560.0,EF-2 incompleto,EF-2 incompleto,True,20.0,742.50125,1.125,0.25,0.25,1.0,0
Masculino,Branca,Estadual,628.6,523.2,663.8,585.0,660.0,ES incompleto,ES incompleto,True,17.0,412.50125,1.125,0.5,0.25,1.25,1
Feminino,Branca,Estadual,573.3,523.7,654.1,596.3,640.0,EF-1 incompleto,ES incompleto,False,18.0,220.0,0.6666666666666666,0.0,0.0,1.3333333333333333,1
Masculino,Branca,Estadual,583.3,525.0,651.8,518.7,620.0,PG incompleto,ES incompleto,True,17.0,462.001,0.6,0.2,0.2,0.8,1
Masculino,Branca,Estadual,586.4,572.4,575.9,567.1,640.0,EF-2 incompleto,ES incompleto,True,17.0,742.50125,1.125,0.25,0.25,1.25,1
Feminino,Parda,Estadual,606.7,501.4,529.6,614.9,740.0,ES incompleto,ES incompleto,False,18.0,924.001,0.0,0.0,0.0,1.2,1
Feminino,Branca,Privada,607.1,564.8,643.3,568.7,680.0,ES incompleto,ES incompleto,True,17.0,1540.0016666666668,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.5,1
Masculino,Parda,Privada,606.5,572.3,600.3,579.4,540.0,ES incompleto,ES incompleto,True,19.0,1485.00125,1.125,0.5,0.5,2.0,1
Feminino,Branca,Privada,567.0,569.9,629.2,568.4,680.0,PG completo,PG incompleto,True,17.0,4840.001666666667,1.0,1.0,0.3333333333333333,2.833333333333333,1
Masculino,Amarela,Privada,461.4,452.2,710.7,339.7,540.0,EF-1 incompleto,EF-1 incompleto,True,18.0,2805.0012500000003,1.125,0.5,0.25,1.5,0
Feminino,Branca,Privada,645.7,691.7,761.6,668.1,760.0,PG completo,PG completo,True,17.0,3135.0012500000003,1.125,1.125,0.5,1.5,1
Feminino,Preta,Estadual,590.8,506.1,602.9,525.9,700.0,PG incompleto,ES incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.0,1.6666666666666667,1
Masculino,Branca,Estadual,576.1,529.3,648.8,588.5,500.0,ES incompleto,ES incompleto,True,18.0,924.001,0.9,0.2,0.2,0.8,1
Feminino,Branca,Privada,604.0,609.1,670.5,609.2,920.0,PG incompleto,ES incompleto,True,18.0,1815.0025,1.0,1.0,0.5,2.5,1
Masculino,Branca,Estadual,595.0,497.3,659.9,586.8,600.0,ES incompleto,ES incompleto,True,17.0,907.50125,0.75,0.25,0.0,1.25,1
Masculino,Parda,Estadual,553.7,461.6,636.1,538.1,720.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.0,0.3333333333333333,2.0,0
Feminino,Branca,Privada,518.4,480.9,548.3,547.7,800.0,ES incompleto,ES incompleto,True,18.0,907.50125,0.75,0.25,0.25,1.25,0
Masculino,Preta,Estadual,496.6,537.4,423.1,467.7,400.0,PG incompleto,ES incompleto,True,17.0,412.50125,1.125,0.0,0.0,1.5,0
Feminino,Preta,Estadual,595.1,531.7,524.7,570.9,880.0,ES incompleto,ES incompleto,True,18.0,742.50125,1.125,0.0,0.25,1.0,1
Feminino,Branca,Estadual,529.7,508.0,688.5,513.2,940.0,EM incompleto,EF-2 incompleto,True,18.0,907.50125,1.125,0.25,0.0,1.25,1
Feminino,Indigena,Estadual,514.6,492.1,462.6,518.3,960.0,Nunca estudou,Nunca estudou,True,17.0,330.0,1.0,0.0,0.0,2.5,0
Feminino,Branca,Estadual,599.4,588.4,621.5,546.7,360.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.6666666666666666,0.0,1.3333333333333333,1
Masculino,Branca,Privada,661.3,649.2,721.8,681.2,740.0,ES incompleto,PG completo,True,17.0,3300.001666666667,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,1
Masculino,Branca,Privada,408.4,419.6,491.5,482.6,440.0,PG completo,PG completo,True,18.0,3135.0012500000003,1.125,0.25,0.25,2.375,0
Masculino,Parda,Estadual,535.9,516.4,451.5,540.2,740.0,EF-1 incompleto,EM incompleto,True,18.0,132.0,0.9,0.6,0.6,0.8,0
Masculino,Branca,Estadual,423.2,423.1,528.8,475.0,700.0,EF-1 incompleto,EF-1 incompleto,False,17.0,165.0,0.5,0.0,0.0,0.5,0
Masculino,Parda,Privada,608.9,519.7,517.3,584.2,720.0,PG incompleto,PG incompleto,True,18.0,2310.0025,1.0,0.5,0.0,2.0,1
Feminino,Branca,Estadual,613.6,535.8,610.2,575.6,460.0,EF-1 incompleto,EM incompleto,True,18.0,1485.00125,0.75,0.5,0.25,1.25,1
Feminino,Branca,Privada,602.6,625.7,750.5,614.4,840.0,PG incompleto,EM incompleto,True,18.0,412.50125,0.75,0.25,0.0,1.5,1
Masculino,Parda,Estadual,512.9,468.3,545.4,521.8,600.0,EM incompleto,EM incompleto,True,18.0,577.50125,0.75,0.25,0.0,0.75,0
Masculino,Parda,Estadual,607.3,563.5,684.9,606.7,640.0,EF-1 incompleto,PG incompleto,True,17.0,1485.00125,0.5,0.25,0.0,1.25,1
Masculino,Branca,Estadual,623.4,574.3,646.3,610.7,580.0,ES incompleto,ES incompleto,True,18.0,132.0,0.6,0.2,0.2,0.8,1
Feminino,Parda,Estadual,563.5,436.6,501.4,572.1,520.0,EF-2 incompleto,ES incompleto,True,18.0,770.0008333333334,0.75,0.1666666666666666,0.0,0.6666666666666666,0
Feminino,Parda,Estadual,622.3,493.0,558.8,580.6,480.0,PG incompleto,EF-2 incompleto,True,18.0,1540.0016666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0
Feminino,Branca,Privada,556.7,477.8,529.0,576.8,720.0,PG completo,PG incompleto,True,19.0,4180.001666666667,1.0,0.0,0.0,3.6666666666666665,0
Masculino,Branca,Estadual,440.5,494.5,503.5,472.2,460.0,EF-2 incompleto,PG incompleto,True,18.0,907.50125,1.125,0.25,0.25,1.25,0
Feminino,Parda,Estadual,354.0,420.5,364.3,412.8,460.0,ES incompleto,ES incompleto,True,17.0,594.001,0.9,0.2,0.4,0.8,0
Feminino,Amarela,Privada,597.3,636.5,697.6,627.5,800.0,PG incompleto,PG completo,True,17.0,4455.00125,0.0,1.125,0.75,2.25,1
Masculino,Branca,Estadual,609.5,562.8,727.2,574.3,560.0,EF-1 incompleto,EM incompleto,True,18.0,220.0,0.6666666666666666,0.0,0.0,1.6666666666666667,1
Feminino,Branca,Estadual,437.1,479.4,398.4,447.6,440.0,EM incompleto,ES incompleto,True,18.0,550.0016666666667,1.0,0.0,0.0,1.0,0
Masculino,Branca,Privada,557.1,457.7,430.0,570.0,680.0,ES incompleto,ES incompleto,True,18.0,742.50125,0.75,0.25,0.25,1.25,0
Feminino,Parda,Estadual,542.2,465.6,482.0,538.9,840.0,EF-2 incompleto,ES incompleto,True,18.0,220.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0
Feminino,Branca,Estadual,421.0,459.8,453.9,472.2,660.0,EM incompleto,ES incompleto,True,18.0,330.0,0.5,0.0,0.0,2.0,0
Masculino,Parda,Privada,590.4,590.2,466.4,563.7,820.0,ES incompleto,PG incompleto,True,18.0,1540.0016666666668,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,1
Feminino,Branca,Privada,621.4,534.8,482.9,541.2,680.0,ES incompleto,ES incompleto,True,18.0,577.50125,1.125,0.25,0.25,1.25,1
Feminino,Branca,Privada,630.3,648.1,767.2,599.2,880.0,PG completo,PG incompleto,True,16.0,2420.0016666666666,1.0,0.6666666666666666,0.6666666666666666,3.1666666666666665,1
Feminino,Preta,Estadual,482.4,412.6,595.3,521.8,400.0,EM incompleto,PG incompleto,True,18.0,495.0008333333333,0.75,0.1666666666666666,0.0,1.0,0
Feminino,Parda,Estadual,549.1,562.8,608.1,574.4,920.0,ES incompleto,ES incompleto,True,18.0,770.0016666666667,0.6666666666666666,0.6666666666666666,0.0,2.0,1
Feminino,Preta,Estadual,531.5,576.9,678.6,579.3,820.0,PG incompleto,ES incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.25,1
Feminino,Parda,Privada,588.7,534.3,354.4,595.3,680.0,PG completo,PG incompleto,True,18.0,3740.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.0,0
Masculino,Branca,Privada,556.1,503.4,414.7,536.1,900.0,PG incompleto,ES incompleto,True,17.0,1485.00125,0.75,0.25,0.25,1.5,0
Feminino,Branca,Estadual,488.8,427.3,596.0,494.2,820.0,ES incompleto,PG completo,True,18.0,2475.0012500000003,1.125,0.5,0.25,1.75,0
Feminino,Branca,Privada,542.2,441.0,349.1,546.8,600.0,PG completo,PG incompleto,True,18.0,1155.00125,1.125,1.125,0.25,1.75,0
Feminino,Branca,Estadual,509.2,481.9,422.2,445.7,420.0,EF-2 incompleto,ES incompleto,True,18.0,412.50125,0.75,0.25,0.0,0.5,0
Masculino,Parda,Privada,619.7,550.8,574.4,575.1,540.0,ES incompleto,ES incompleto,True,18.0,990.0016666666668,1.5,1.0,0.3333333333333333,1.6666666666666667,1
Feminino,Preta,Estadual,616.4,546.7,597.6,652.7,480.0,ES incompleto,ES incompleto,True,18.0,577.50125,0.5,0.25,0.0,1.0,1
Masculino,Preta,Estadual,368.3,420.4,411.0,340.0,540.0,ES incompleto,ES incompleto,True,20.0,770.0016666666667,1.0,0.6666666666666666,0.0,1.0,0
Feminino,Preta,Estadual,578.3,563.7,501.6,575.5,800.0,EF-1 incompleto,ES incompleto,True,18.0,165.0,0.75,0.0,0.0,0.75,1
Feminino,Parda,Estadual,425.9,459.6,652.2,551.6,760.0,ES incompleto,PG incompleto,True,18.0,825.0025,1.0,0.0,0.0,1.5,0
Feminino,Branca,Privada,654.7,523.0,583.0,608.7,620.0,PG completo,PG completo,True,17.0,2145.0012500000003,1.125,1.125,0.5,2.0,1
Feminino,Preta,Estadual,517.8,434.7,391.9,525.0,360.0,EM incompleto,EF-2 incompleto,True,18.0,577.50125,0.75,0.25,0.0,1.0,0
Feminino,Branca,Estadual,566.9,512.6,508.1,546.3,560.0,EF-2 incompleto,PG incompleto,True,18.0,132.0,0.2,0.0,0.0,0.8,0
Feminino,Parda,Estadual,455.6,439.9,407.0,470.2,340.0,EF-1 incompleto,EF-1 incompleto,False,17.0,330.0,0.5,0.0,0.0,2.0,0
Feminino,Preta,Estadual,447.1,478.6,534.1,480.8,520.0,ES incompleto,ES incompleto,True,17.0,330.00100000000003,0.9,0.0,0.2,1.0,0
Masculino,Branca,Privada,449.7,501.7,424.8,479.3,320.0,ES incompleto,ES incompleto,True,17.0,2475.0012500000003,0.75,0.25,0.5,1.75,0
Feminino,Branca,Privada,604.3,567.8,640.2,590.2,900.0,ES incompleto,ES incompleto,True,18.0,1188.001,0.9,0.6,0.4,1.7,1
Masculino,Amarela,Privada,532.8,518.7,602.2,552.1,600.0,ES incompleto,PG incompleto,True,18.0,577.50125,0.5,0.5,0.25,1.5,0
Masculino,Parda,Federal,464.8,475.2,667.4,514.8,640.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.75,0.25,0.0,1.25,0
Feminino,Branca,Privada,632.2,520.7,677.0,584.5,720.0,EM incompleto,PG completo,True,18.0,3630.0025,1.0,0.5,0.0,2.5,1
Feminino,Branca,Privada,648.8,600.4,749.1,610.4,900.0,PG completo,PG incompleto,True,17.0,1716.0010000000002,0.9,0.4,0.4,1.2,1
Feminino,Parda,Estadual,561.3,458.2,365.6,509.8,660.0,EF-2 incompleto,PG incompleto,True,18.0,412.50125,0.25,0.0,0.0,1.0,0
Feminino,Preta,Estadual,514.2,484.6,366.2,447.3,360.0,ES incompleto,ES incompleto,True,18.0,1485.0025,1.5,0.5,0.5,4.0,0
Feminino,Branca,Privada,556.7,583.1,763.5,569.4,940.0,PG incompleto,PG incompleto,True,18.0,4840.001666666667,1.0,0.6666666666666666,0.3333333333333333,2.0,1
Masculino,Branca,Privada,691.1,709.4,870.4,666.3,840.0,PG incompleto,PG incompleto,True,17.0,2970.0025,1.0,0.5,0.5,3.0,1
Feminino,Branca,Privada,522.0,433.5,641.9,540.5,360.0,ES incompleto,EM incompleto,True,18.0,4290.0025000000005,1.0,0.5,0.0,2.5,0
Masculino,Parda,Privada,623.6,521.2,664.0,587.9,340.0,ES incompleto,PG completo,True,17.0,4180.001666666667,1.0,1.5,0.3333333333333333,1.6666666666666667,1
Feminino,Branca,Estadual,585.4,570.7,580.2,551.8,500.0,PG incompleto,PG incompleto,True,17.0,907.50125,1.125,0.25,0.5,1.25,1
Feminino,Branca,Estadual,575.0,393.5,608.8,554.0,480.0,PG incompleto,ES incompleto,True,18.0,330.00100000000003,0.2,0.0,0.2,0.8,0
Feminino,Branca,Estadual,519.7,438.8,365.8,473.9,560.0,EM incompleto,EF-2 incompleto,True,17.0,94.28571428571428,0.6428571428571429,0.0,0.0,0.5714285714285714,0
Feminino,Parda,Estadual,544.4,475.7,652.7,550.2,720.0,PG incompleto,PG completo,True,18.0,1980.0016666666668,1.0,0.3333333333333333,0.6666666666666666,2.333333333333333,1
Feminino,Branca,Privada,665.8,621.3,741.9,671.8,700.0,EM incompleto,ES incompleto,True,18.0,577.50125,1.125,0.25,0.5,1.25,1
Feminino,Branca,Privada,598.1,574.4,679.1,644.2,680.0,PG completo,PG completo,True,18.0,4455.00125,1.125,0.75,0.25,1.5,1
Masculino,Branca,Privada,377.4,380.8,484.7,403.8,720.0,EM incompleto,PG incompleto,True,18.0,1210.0016666666668,1.0,0.3333333333333333,0.6666666666666666,2.833333333333333,0
Masculino,Parda,Estadual,449.7,424.4,529.3,469.4,580.0,ES incompleto,EM incompleto,True,18.0,577.50125,1.125,0.25,0.25,1.25,0
Feminino,Parda,Estadual,525.2,403.9,434.5,446.6,920.0,EM incompleto,ES incompleto,True,18.0,742.50125,0.75,0.0,0.25,1.0,0
Feminino,Branca,Privada,687.3,724.8,725.0,678.3,880.0,PG completo,PG completo,True,17.0,5775.001249999999,1.125,0.5,0.75,2.375,1
Masculino,Branca,Privada,522.0,554.5,652.6,529.5,640.0,ES incompleto,PG completo,True,17.0,412.50125,1.125,1.125,0.5,2.0,1
Feminino,Parda,Estadual,564.8,483.4,581.7,577.3,820.0,EM incompleto,PG incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.0,0.0,1.6666666666666667,1
Masculino,Branca,Privada,549.3,536.3,614.2,552.6,600.0,ES incompleto,PG completo,True,17.0,14850.0025,1.5,1.0,0.5,3.0,1
Feminino,Branca,Privada,697.0,566.4,669.6,619.4,860.0,ES incompleto,ES incompleto,True,18.0,1815.00125,1.125,0.25,0.25,1.25,1
Masculino,Branca,Privada,488.1,461.9,547.5,470.7,360.0,PG completo,PG completo,True,17.0,2420.0016666666666,1.0,1.0,0.6666666666666666,2.0,0
Feminino,Branca,Privada,601.9,510.5,619.9,567.3,620.0,PG incompleto,PG incompleto,True,18.0,605.0008333333334,0.5,0.1666666666666666,0.1666666666666666,1.0,1
Masculino,Branca,Estadual,491.9,477.8,530.9,488.7,580.0,PG incompleto,PG incompleto,True,17.0,770.0016666666667,0.6666666666666666,0.0,0.3333333333333333,1.3333333333333333,0
Masculino,Branca,Privada,564.6,543.7,645.4,561.5,720.0,EF-2 incompleto,ES incompleto,True,18.0,770.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1
Feminino,Preta,Estadual,580.4,517.0,621.6,615.4,700.0,EM incompleto,EF-2 incompleto,True,18.0,220.0,1.0,0.0,0.0,1.0,1
Masculino,Branca,Estadual,369.4,436.3,551.5,529.3,640.0,EF-2 incompleto,EF-2 incompleto,True,17.0,330.00100000000003,0.6,0.2,0.0,0.8,0
Feminino,Branca,Privada,599.8,554.6,730.4,620.7,940.0,PG incompleto,PG incompleto,True,18.0,3630.00125,0.5,0.5,0.25,1.0,1
Feminino,Branca,Privada,640.9,610.1,685.0,600.1,780.0,PG incompleto,ES incompleto,True,17.0,2805.0012500000003,1.125,0.5,0.5,2.5,1
Masculino,Parda,Privada,591.2,611.3,659.4,515.6,660.0,PG completo,PG incompleto,True,18.0,2310.0025,1.0,0.5,0.5,3.5,1
Masculino,Branca,Privada,642.1,747.6,890.9,662.5,840.0,PG incompleto,PG incompleto,True,17.0,7425.001249999999,1.125,0.75,0.5,2.375,1
Masculino,Branca,Privada,614.1,631.3,688.2,582.7,800.0,PG completo,PG completo,True,17.0,4950.000833333333,0.75,0.75,0.5,1.5,1
Feminino,Preta,Estadual,592.4,515.4,531.4,541.9,660.0,ES incompleto,PG incompleto,True,17.0,1155.00125,0.75,0.25,0.25,1.75,0
Feminino,Branca,Estadual,554.2,481.8,553.1,567.2,580.0,ES incompleto,ES incompleto,True,17.0,330.0,1.0,0.0,0.0,2.0,0
Masculino,Branca,Privada,637.3,619.6,708.1,635.2,620.0,PG incompleto,ES incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1
Masculino,Preta,Estadual,422.4,362.4,766.9,519.5,680.0,PG incompleto,PG incompleto,True,17.0,577.50125,1.125,0.5,0.5,1.5,0
Feminino,Branca,Privada,625.2,498.6,660.9,576.1,780.0,PG completo,PG incompleto,True,17.0,3630.00125,1.125,1.125,0.25,2.25,1
Feminino,Amarela,Privada,554.8,459.0,625.9,578.4,880.0,EM incompleto,EM incompleto,True,18.0,1155.00125,1.125,0.25,0.5,1.75,1
Feminino,Indigena,Privada,359.9,508.1,358.9,419.8,620.0,EF-2 incompleto,ES incompleto,True,18.0,2310.0025,1.0,0.5,0.0,2.5,0
Masculino,Parda,Estadual,476.2,441.1,660.9,529.4,420.0,ES incompleto,PG incompleto,True,17.0,1210.0008333333333,0.3333333333333333,0.0,0.5,0.8333333333333334,0
Feminino,Branca,Estadual,493.9,594.1,609.1,536.3,900.0,ES incompleto,ES incompleto,True,18.0,742.50125,1.125,0.25,0.25,1.25,1
Feminino,Branca,Privada,596.8,578.9,774.9,602.9,860.0,PG completo,PG completo,True,17.0,2420.0016666666666,1.0,1.0,0.6666666666666666,2.0,1
