,TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,INTERNET_CASA,EST_IDADE,EST_RENDA_PER_CAP,EST_CELULAR_PER_CAP,EST_COMP_PER_CAP,EST_VEICULO_PER_CAP,EST_ELE_DOM_PER_CAP
3011,Masculino,Branca,Privada,651.0,683.9,883.4,646.3,920.0,ES incompleto,PG incompleto,True,18.0,1540.0016666666668,1.0,1.0,0.6666666666666666,3.1666666666666665
3012,Feminino,Branca,Privada,599.0,478.3,584.5,556.9,900.0,PG incompleto,PG incompleto,True,17.0,2860.001666666667,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667
3013,Feminino,Branca,Privada,541.8,601.1,469.7,518.6,800.0,ES incompleto,PG completo,True,18.0,2310.0025,1.0,0.5,0.5,3.0
3014,Feminino,Parda,Estadual,361.5,427.8,437.6,506.5,800.0,ES incompleto,PG incompleto,True,18.0,924.001,0.9,0.2,0.2,1.0
3015,Masculino,Branca,Privada,595.0,543.5,546.1,545.9,780.0,ES incompleto,PG incompleto,True,18.0,4290.0025000000005,1.0,0.5,0.5,3.0
3016,Feminino,Branca,Estadual,557.6,511.3,603.5,573.5,760.0,EF-2 incompleto,EF-2 incompleto,True,17.0,742.50125,0.75,0.25,0.25,1.5
3017,Masculino,Branca,Estadual,481.8,529.0,563.5,439.4,760.0,ES incompleto,ES incompleto,True,18.0,594.001,0.6,0.2,0.2,1.0
3018,Masculino,Branca,Estadual,575.0,546.8,606.0,509.2,800.0,PG incompleto,ES incompleto,True,17.0,907.50125,1.125,0.25,0.25,1.25
3019,Feminino,Parda,Privada,501.2,495.8,523.6,561.2,600.0,PG incompleto,PG incompleto,True,18.0,1210.0016666666668,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
3020,Masculino,Amarela,Privada,640.9,659.6,812.3,608.8,820.0,PG incompleto,PG completo,True,17.0,4290.0025000000005,1.0,1.0,0.5,3.5
3021,Feminino,Amarela,Privada,476.2,360.6,511.6,465.1,540.0,EM incompleto,EM incompleto,True,19.0,924.001,0.9,0.2,0.2,1.0
3022,Masculino,Preta,Municipal,542.5,450.7,552.6,511.3,440.0,EM incompleto,ES incompleto,True,18.0,742.50125,1.125,0.0,0.5,1.5
3023,Masculino,Branca,Estadual,625.6,508.1,673.7,588.9,620.0,PG completo,PG incompleto,True,17.0,577.50125,0.5,0.25,0.5,1.5
3024,Feminino,Branca,Estadual,500.3,449.0,417.5,493.0,540.0,ES incompleto,EF-2 incompleto,True,18.0,330.0,1.0,0.0,0.0,2.5
3025,Feminino,Parda,Privada,644.2,605.9,525.0,568.5,900.0,PG completo,PG completo,True,17.0,2475.0012500000003,0.0,0.75,0.25,1.75
3026,Feminino,Parda,Estadual,489.7,464.3,416.8,448.8,500.0,EF-2 incompleto,EF-2 incompleto,True,18.0,206.250625,0.375,0.0,0.0,0.375
3027,Feminino,Branca,Privada,455.5,408.4,362.3,425.1,580.0,PG incompleto,ES incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.0
3028,Masculino,Branca,Privada,443.1,490.5,347.9,441.3,600.0,PG incompleto,PG incompleto,True,17.0,2805.0012500000003,1.125,0.0,0.25,1.5
3029,Masculino,Branca,Privada,546.5,558.1,593.1,559.9,560.0,EM incompleto,ES incompleto,True,17.0,1540.0016666666668,0.6666666666666666,0.0,0.3333333333333333,1.6666666666666667
3030,Masculino,Parda,Estadual,554.5,563.8,704.9,632.7,580.0,ES incompleto,PG completo,True,17.0,6270.0025000000005,1.0,0.5,0.0,3.0
3031,Feminino,Amarela,Privada,553.5,594.8,660.1,591.8,660.0,ES incompleto,ES incompleto,True,18.0,1037.1435714285717,0.6428571428571429,0.6428571428571429,0.2857142857142857,1.1428571428571428
3032,Masculino,Preta,Privada,376.8,576.6,539.3,559.5,640.0,ES incompleto,ES incompleto,True,18.0,742.50125,1.125,0.0,0.0,1.75
3033,Feminino,Preta,Estadual,551.3,484.5,554.5,523.1,720.0,EF-1 incompleto,PG incompleto,True,18.0,165.0,0.75,0.25,0.0,1.5
3034,Feminino,Parda,Privada,585.5,551.3,625.4,604.2,920.0,ES incompleto,PG incompleto,True,17.0,577.50125,1.125,0.0,0.25,1.0
3035,Masculino,Parda,Privada,598.9,661.6,785.0,614.2,680.0,PG completo,PG completo,True,18.0,3300.001666666667,1.0,0.3333333333333333,0.3333333333333333,2.0
3036,Feminino,Branca,Estadual,491.8,448.6,402.5,432.8,560.0,EF-2 incompleto,EM incompleto,True,18.0,330.0,1.0,0.0,0.0,1.0
3037,Feminino,Branca,Estadual,549.9,481.2,659.9,483.0,640.0,EM incompleto,ES incompleto,True,17.0,550.0016666666667,1.0,0.0,0.3333333333333333,1.6666666666666667
3038,Masculino,Parda,Estadual,603.3,479.9,544.0,591.9,700.0,PG incompleto,ES incompleto,True,18.0,220.0,1.0,0.3333333333333333,0.0,2.0
3039,Feminino,Branca,Federal,563.4,557.6,575.9,560.7,520.0,EM incompleto,PG completo,True,18.0,990.0016666666668,1.5,0.6666666666666666,0.6666666666666666,3.333333333333333
3040,Feminino,Parda,Estadual,377.3,383.4,489.9,488.1,620.0,EF-1 incompleto,EF-1 incompleto,True,18.0,462.001,0.9,0.2,0.0,0.4
3041,Masculino,Amarela,Privada,556.7,523.6,719.3,571.8,700.0,ES incompleto,PG incompleto,True,17.0,2904.001,0.0,0.2,0.4,1.9
3042,Masculino,Branca,Estadual,630.8,567.7,781.8,602.2,860.0,PG incompleto,PG incompleto,True,18.0,412.50125,0.5,0.25,0.25,1.0
3043,Masculino,Branca,Estadual,554.2,532.1,662.3,490.3,600.0,EM incompleto,ES incompleto,True,17.0,330.0,1.0,0.0,0.0,2.5
3044,Feminino,Branca,Estadual,588.9,522.2,612.6,577.1,620.0,ES incompleto,PG incompleto,True,18.0,1485.0025,1.0,0.5,0.5,3.0
3045,Masculino,Branca,Estadual,627.5,596.9,679.7,588.0,780.0,PG incompleto,PG completo,True,17.0,907.50125,1.125,0.25,0.5,2.375
3046,Feminino,Preta,Estadual,498.1,351.1,371.9,538.1,520.0,PG incompleto,ES incompleto,True,18.0,577.50125,0.75,0.25,0.25,1.5
3047,Masculino,Amarela,Privada,621.9,648.0,771.4,648.0,640.0,PG completo,PG incompleto,True,17.0,4180.001666666667,1.0,0.6666666666666666,1.0,2.333333333333333
3048,Masculino,Branca,Privada,565.5,646.7,815.7,556.8,680.0,PG completo,PG incompleto,True,17.0,7425.001249999999,1.125,1.125,0.5,1.75
3049,Masculino,Branca,Privada,560.9,602.1,469.1,550.2,560.0,PG completo,PG completo,True,18.0,220.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0
3050,Masculino,Parda,Estadual,581.5,503.5,608.1,537.4,560.0,EF-1 incompleto,PG incompleto,True,19.0,907.50125,1.125,0.25,0.25,1.0
3051,Masculino,Branca,Privada,639.5,594.6,613.4,571.9,720.0,PG completo,PG incompleto,True,17.0,5775.001249999999,1.125,1.125,0.5,2.875
3052,Feminino,Branca,Estadual,575.1,463.4,460.2,588.9,520.0,EF-2 incompleto,EF-2 incompleto,True,17.0,1155.00125,0.75,0.0,0.25,1.25
3053,Feminino,Parda,Estadual,331.7,547.0,418.6,595.5,720.0,EF-2 incompleto,ES incompleto,True,18.0,726.001,0.9,0.2,0.0,1.0
3054,Feminino,Branca,Privada,588.6,537.3,647.3,647.6,820.0,PG completo,PG completo,True,18.0,8910.0025,1.0,1.0,0.5,3.0
3055,Feminino,Branca,Federal,567.9,470.5,535.4,596.7,860.0,EM incompleto,EM incompleto,True,19.0,550.0016666666667,1.0,0.0,0.3333333333333333,1.6666666666666667
3056,Feminino,Branca,Privada,570.5,568.8,581.7,542.3,860.0,PG incompleto,PG completo,True,17.0,3630.00125,1.125,0.75,0.5,1.5
3057,Masculino,Preta,Estadual,541.6,429.3,645.2,514.8,560.0,ES incompleto,PG incompleto,True,18.0,330.00100000000003,0.4,0.2,0.0,0.4
3058,Feminino,Preta,Privada,418.5,435.0,480.5,505.6,680.0,ES incompleto,ES incompleto,True,17.0,1155.00125,0.25,0.0,0.5,1.75
3059,Feminino,Branca,Estadual,425.4,436.4,344.7,455.8,420.0,EF-1 incompleto,ES incompleto,True,18.0,220.0,1.0,0.0,0.0,1.3333333333333333
3060,Masculino,Branca,Privada,581.7,560.7,778.0,576.3,880.0,PG completo,PG incompleto,True,17.0,7425.001249999999,1.125,1.125,0.75,2.25
3061,Feminino,Branca,Estadual,550.2,558.5,527.9,549.9,860.0,ES incompleto,EM incompleto,True,17.0,742.50125,1.125,0.25,0.25,1.5
3062,Feminino,Branca,Estadual,390.7,426.0,398.9,425.0,380.0,ES incompleto,ES incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,2.0
3063,Masculino,Branca,Estadual,424.2,406.3,476.9,355.5,400.0,EM incompleto,EF-2 incompleto,True,19.0,462.001,0.4,0.2,0.2,0.8
3064,Feminino,Parda,Estadual,489.2,458.0,476.5,525.4,560.0,ES incompleto,PG incompleto,True,17.0,412.50125,0.75,0.25,0.0,1.25
3065,Feminino,Branca,Estadual,438.6,426.4,454.8,429.6,520.0,ES incompleto,EM incompleto,True,18.0,550.0016666666667,1.5,0.0,0.0,1.6666666666666667
3066,Feminino,Branca,Privada,531.2,559.0,757.6,527.5,920.0,ES incompleto,PG incompleto,True,17.0,1716.0010000000002,0.9,0.2,0.4,1.2
3067,Feminino,Branca,Estadual,560.6,421.9,453.6,466.6,800.0,ES incompleto,EF-2 incompleto,True,18.0,220.0,1.0,0.3333333333333333,0.0,2.0
3068,Feminino,Preta,Estadual,527.1,503.9,585.9,531.5,620.0,ES incompleto,ES incompleto,True,18.0,660.0007142857143,0.6428571428571429,0.0,0.1428571428571428,0.8571428571428571
3069,Feminino,Branca,Estadual,539.4,522.2,668.5,531.1,840.0,ES incompleto,ES incompleto,True,18.0,412.50125,1.125,0.25,0.25,1.5
3070,Masculino,Branca,Privada,682.1,645.4,697.9,623.2,840.0,PG completo,PG completo,True,17.0,7425.001249999999,1.125,0.75,0.75,2.25
3071,Masculino,Branca,Estadual,506.3,549.8,665.7,559.2,0.0,EF-2 incompleto,ES incompleto,True,18.0,550.0016666666667,0.6666666666666666,0.0,0.0,1.6666666666666667
3072,Feminino,Parda,Estadual,542.1,473.3,510.9,505.1,540.0,PG incompleto,PG incompleto,True,17.0,110.0,0.3333333333333333,0.0,0.0,0.6666666666666666
3073,Feminino,Branca,Privada,594.0,520.7,349.6,481.1,620.0,ES incompleto,ES incompleto,True,17.0,2475.0012500000003,0.75,1.125,0.75,2.375
3074,Masculino,Parda,Estadual,570.4,522.9,660.8,543.8,860.0,EM incompleto,ES incompleto,True,18.0,577.50125,1.125,0.25,0.5,2.0
3075,Masculino,Branca,Privada,555.0,561.3,640.3,497.4,500.0,PG incompleto,PG incompleto,True,17.0,1210.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
3076,Feminino,Parda,Estadual,533.7,489.1,403.0,513.4,620.0,EM incompleto,ES incompleto,True,18.0,825.0025,0.5,0.5,0.0,2.0
3077,Masculino,Branca,Privada,673.4,707.5,873.1,624.1,860.0,PG completo,PG completo,True,17.0,5775.001249999999,1.125,0.75,0.5,2.0
3078,Masculino,Branca,Privada,588.9,610.5,606.7,542.1,900.0,PG incompleto,PG incompleto,True,18.0,3300.001666666667,1.0,0.6666666666666666,0.3333333333333333,2.0
3079,Masculino,Parda,Privada,669.2,593.6,778.8,641.6,760.0,ES incompleto,ES incompleto,True,18.0,770.0008333333334,0.5,0.0,0.1666666666666666,0.8333333333333334
3080,Masculino,Branca,Estadual,611.9,523.9,592.4,552.1,460.0,EF-2 incompleto,EF-2 incompleto,True,18.0,0.0,1.0,0.5,0.0,2.5
3081,Feminino,Branca,Privada,589.6,529.7,661.3,584.8,860.0,PG incompleto,PG incompleto,True,18.0,2420.0016666666666,1.0,0.6666666666666666,0.3333333333333333,2.333333333333333
3082,Feminino,Branca,Privada,529.2,391.4,515.7,527.9,580.0,ES incompleto,ES incompleto,True,17.0,220.0,1.0,0.0,0.6666666666666666,2.0
3083,Feminino,Parda,Privada,642.8,536.7,601.1,622.2,680.0,PG incompleto,PG incompleto,True,18.0,770.0016666666667,0.6666666666666666,0.0,0.0,1.6666666666666667
3084,Masculino,Branca,Estadual,439.4,568.2,644.2,504.7,540.0,ES incompleto,PG incompleto,True,17.0,3630.0025,1.0,0.5,0.5,3.0
3085,Masculino,Branca,Privada,591.5,577.8,583.5,467.2,580.0,PG incompleto,PG incompleto,True,18.0,11550.0025,1.0,0.5,0.5,3.5
3086,Feminino,Amarela,Privada,621.5,667.3,854.6,599.5,940.0,PG incompleto,PG incompleto,True,17.0,7425.001249999999,1.125,0.75,0.75,1.25
3087,Masculino,Branca,Privada,631.0,697.0,850.3,590.8,840.0,PG incompleto,PG incompleto,True,18.0,7425.001249999999,1.125,0.5,0.5,1.75
3088,Feminino,Preta,Estadual,370.7,461.6,403.1,487.7,460.0,EM incompleto,ES incompleto,True,18.0,275.00083333333333,0.75,0.0,0.1666666666666666,0.8333333333333334
3089,Feminino,Branca,Estadual,475.3,367.6,362.1,433.4,560.0,PG incompleto,ES incompleto,True,18.0,1155.00125,0.75,0.0,0.5,1.25
3090,Feminino,Parda,Estadual,573.7,555.0,459.3,544.0,660.0,PG incompleto,PG incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.5
3091,Feminino,Preta,Estadual,464.2,455.1,488.3,503.6,540.0,ES incompleto,ES incompleto,False,17.0,330.0,0.0,0.0,0.0,2.5
3092,Feminino,Branca,Privada,607.1,491.6,626.8,609.3,760.0,EM incompleto,PG incompleto,True,17.0,1485.00125,0.75,0.5,0.5,1.75
3093,Feminino,Branca,Privada,625.1,599.9,553.3,473.1,660.0,PG completo,PG completo,True,17.0,4840.001666666667,1.0,1.5,0.6666666666666666,2.333333333333333
3094,Masculino,Branca,Estadual,502.0,549.4,603.4,513.2,700.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.75,0.25,0.25,1.0
3095,Feminino,Branca,Privada,578.0,565.6,670.1,547.3,680.0,PG completo,ES incompleto,True,17.0,5775.001249999999,1.125,0.5,0.25,2.0
3096,Feminino,Branca,Estadual,620.6,522.7,632.9,626.3,880.0,ES incompleto,ES incompleto,True,17.0,1485.00125,1.125,0.25,0.25,2.0
3097,Feminino,Branca,Estadual,565.1,364.8,384.0,485.2,760.0,PG incompleto,PG incompleto,True,18.0,1540.0016666666668,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
3098,Masculino,Branca,Privada,481.5,500.4,748.1,467.7,720.0,PG completo,PG completo,True,18.0,5940.001666666667,1.0,1.0,0.3333333333333333,2.6666666666666665
3099,Masculino,Parda,Estadual,552.0,543.9,476.4,562.2,400.0,ES incompleto,ES incompleto,True,17.0,594.001,0.6,0.2,0.0,1.2
3100,Masculino,Branca,Privada,621.9,622.9,778.9,625.4,740.0,PG completo,PG completo,True,17.0,5940.001666666667,1.0,1.0,0.3333333333333333,1.3333333333333333
3101,Feminino,Parda,Estadual,543.1,511.6,433.4,492.1,460.0,EM incompleto,EM incompleto,True,18.0,577.50125,0.5,0.0,0.0,0.75
3102,Masculino,Parda,Estadual,554.9,445.4,552.4,529.7,460.0,EF-2 incompleto,EF-2 incompleto,True,17.0,0.0,1.0,0.0,0.0,2.0
3103,Feminino,Branca,Estadual,603.5,559.5,552.5,624.1,840.0,ES incompleto,PG incompleto,True,17.0,1540.0016666666668,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667
3104,Feminino,Branca,Privada,510.4,427.3,456.1,460.4,540.0,ES incompleto,PG incompleto,True,18.0,220.0,0.3333333333333333,0.0,0.0,1.3333333333333333
3105,Masculino,Branca,Privada,602.0,600.4,778.1,593.4,680.0,PG incompleto,PG completo,True,17.0,4840.001666666667,1.0,0.6666666666666666,0.6666666666666666,2.0
3106,Masculino,Preta,Estadual,616.0,522.6,684.8,585.5,540.0,ES incompleto,ES incompleto,True,18.0,660.0,1.0,1.0,0.0,3.0
3107,Masculino,Branca,Privada,682.7,678.6,820.7,609.0,720.0,PG completo,ES incompleto,True,18.0,4180.001666666667,1.0,1.0,0.3333333333333333,2.6666666666666665
3108,Masculino,Preta,Privada,579.0,515.7,700.1,583.5,580.0,PG completo,PG completo,True,17.0,1155.0025,0.5,0.5,0.0,2.0
3109,Masculino,Branca,Privada,525.2,559.3,634.4,505.8,620.0,PG incompleto,PG incompleto,True,17.0,577.50125,0.75,0.25,0.0,1.5
3110,Feminino,Branca,Estadual,634.5,535.1,664.2,640.0,820.0,EF-1 incompleto,ES incompleto,True,17.0,1485.00125,1.125,0.0,0.5,1.5
3111,Feminino,Branca,Privada,669.4,573.4,660.9,611.1,780.0,PG incompleto,PG incompleto,True,16.0,3300.001666666667,1.0,0.6666666666666666,0.6666666666666666,3.1666666666666665
3112,Feminino,Branca,Privada,458.0,460.0,587.7,467.3,680.0,PG incompleto,PG completo,True,18.0,1815.00125,0.75,0.25,0.5,1.75
3113,Feminino,Parda,Privada,472.9,506.2,467.4,520.9,440.0,PG incompleto,PG completo,True,17.0,2805.0012500000003,1.125,0.5,0.25,1.75
3114,Feminino,Branca,Privada,491.3,574.0,453.1,433.7,360.0,PG completo,PG incompleto,True,17.0,2145.0012500000003,0.75,0.5,0.5,1.5
3115,Feminino,Branca,Privada,504.2,507.4,356.0,577.1,620.0,ES incompleto,PG completo,True,17.0,2145.0012500000003,1.125,0.5,0.25,1.75
3116,Feminino,Preta,Privada,657.0,624.7,735.5,622.9,860.0,PG incompleto,PG incompleto,True,17.0,1155.00125,1.125,1.125,0.5,1.0
3117,Feminino,Branca,Estadual,578.2,439.9,561.0,563.2,640.0,ES incompleto,EF-2 incompleto,True,18.0,594.001,0.9,0.2,0.2,1.8
3118,Feminino,Parda,Estadual,506.6,426.5,396.9,549.1,740.0,EF-1 incompleto,ES incompleto,True,18.0,330.0,1.0,0.0,0.0,1.5
3119,Masculino,Branca,Privada,544.9,521.6,667.4,527.5,840.0,PG completo,PG completo,True,17.0,7700.001666666666,0.3333333333333333,1.0,0.6666666666666666,3.5
3120,Feminino,Branca,Estadual,582.1,452.4,591.1,605.9,640.0,PG incompleto,PG incompleto,True,17.0,1540.0016666666668,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
3121,Masculino,Branca,Privada,581.0,524.2,522.7,534.1,620.0,PG incompleto,ES incompleto,True,18.0,825.0025,1.0,0.5,0.0,2.0
3122,Masculino,Parda,Privada,533.0,370.4,568.6,512.6,600.0,EM incompleto,EM incompleto,True,18.0,577.50125,0.75,0.5,0.5,1.5
3123,Feminino,Branca,Privada,672.5,695.0,768.8,702.5,920.0,PG incompleto,PG incompleto,True,17.0,2145.0012500000003,1.125,0.5,0.25,2.25
3124,Feminino,Branca,Estadual,552.9,569.2,460.6,578.6,540.0,ES incompleto,ES incompleto,True,17.0,924.001,0.9,0.2,0.2,1.2
3125,Masculino,Preta,Estadual,339.6,465.1,487.0,567.4,600.0,ES incompleto,ES incompleto,False,18.0,412.50125,0.5,0.0,0.0,0.75
3126,Feminino,Parda,Estadual,574.1,474.4,568.8,542.1,700.0,ES incompleto,EM incompleto,True,17.0,132.0,0.2,0.0,0.0,0.4
3127,Feminino,Branca,Privada,535.5,597.4,596.4,537.6,540.0,PG completo,PG completo,True,17.0,5940.000999999999,0.9,0.4,0.4,1.8
3128,Masculino,Branca,Privada,562.3,412.2,663.9,528.2,780.0,EF-2 incompleto,ES incompleto,True,18.0,2145.0012500000003,1.125,0.5,0.5,1.5
3129,Masculino,Branca,Estadual,553.1,421.8,523.5,490.0,580.0,ES incompleto,PG incompleto,True,17.0,462.001,0.4,0.2,0.2,1.0
3130,Masculino,Branca,Estadual,537.9,502.7,626.4,541.9,520.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.5,0.0,0.0,1.0
3131,Masculino,Branca,Privada,610.4,632.9,762.6,667.0,940.0,PG incompleto,PG incompleto,True,17.0,1540.0016666666668,1.0,1.0,0.3333333333333333,2.0
3132,Feminino,Parda,Estadual,528.9,408.0,481.5,549.2,720.0,PG incompleto,PG incompleto,True,17.0,550.0016666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667
3133,Feminino,Parda,Privada,387.6,424.7,436.7,414.7,560.0,ES incompleto,ES incompleto,True,18.0,742.50125,0.5,0.0,0.25,0.75
3134,Feminino,Preta,Privada,587.9,562.1,587.7,531.1,620.0,EM incompleto,PG incompleto,True,18.0,1540.0016666666668,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
3135,Feminino,Branca,Privada,603.3,528.3,690.5,619.4,740.0,PG completo,PG incompleto,True,18.0,4620.000999999999,0.9,0.9,0.4,1.7
3136,Feminino,Branca,Estadual,526.9,423.6,452.1,557.3,620.0,EF-2 incompleto,EM incompleto,True,17.0,412.50125,0.5,0.25,0.25,1.0
3137,Feminino,Branca,Privada,569.2,617.8,694.9,525.0,800.0,PG completo,ES incompleto,True,17.0,1155.00125,0.75,0.25,0.5,1.5
3138,Masculino,Amarela,Privada,692.3,708.8,924.6,663.8,820.0,PG completo,PG incompleto,True,18.0,7425.001249999999,1.125,1.125,0.5,2.625
3139,Masculino,Amarela,Estadual,436.3,459.7,606.0,506.9,340.0,ES incompleto,ES incompleto,True,18.0,220.0,0.6666666666666666,0.0,0.0,1.3333333333333333
3140,Feminino,Branca,Estadual,601.7,534.4,585.4,595.8,720.0,ES incompleto,ES incompleto,True,18.0,412.50125,0.75,0.0,0.0,1.75
3141,Feminino,Branca,Estadual,609.1,490.0,453.6,596.1,880.0,PG completo,ES incompleto,True,18.0,5940.001666666667,1.5,0.6666666666666666,0.6666666666666666,3.1666666666666665
3142,Feminino,Parda,Estadual,551.2,525.9,617.5,528.2,600.0,EF-2 incompleto,EF-2 incompleto,True,18.0,220.0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
3143,Feminino,Branca,Estadual,650.7,555.3,623.3,583.8,940.0,ES incompleto,PG completo,True,19.0,1155.00125,1.125,0.5,0.5,1.5
3144,Masculino,Branca,Estadual,404.2,515.3,524.7,497.0,560.0,EM incompleto,PG incompleto,False,18.0,1210.0016666666668,0.6666666666666666,0.0,0.0,1.3333333333333333
3145,Feminino,Branca,Privada,590.4,542.5,677.5,506.3,880.0,PG incompleto,PG completo,True,18.0,577.50125,0.75,1.125,0.0,1.5
3146,Masculino,Branca,Estadual,507.4,471.5,498.7,487.6,460.0,ES incompleto,ES incompleto,True,18.0,594.001,0.6,0.2,0.2,1.4
3147,Feminino,Parda,Privada,559.4,487.0,613.2,532.5,760.0,PG completo,PG incompleto,True,17.0,2145.0012500000003,0.25,0.5,0.25,1.25
3148,Masculino,Branca,Estadual,452.5,509.7,585.7,520.3,480.0,EF-2 incompleto,EF-2 incompleto,True,18.0,132.0,0.4,0.0,0.2,0.8
3149,Masculino,Branca,Privada,619.6,697.0,878.1,565.6,580.0,PG completo,PG incompleto,True,18.0,7425.001249999999,1.125,1.125,1.0,2.0
3150,Masculino,Branca,Privada,582.3,621.1,750.5,624.8,600.0,EF-2 incompleto,ES incompleto,True,17.0,907.50125,1.125,0.25,0.25,1.75
3151,Masculino,Branca,Estadual,545.4,552.6,525.1,527.6,440.0,PG incompleto,ES incompleto,True,17.0,462.001,0.6,0.0,0.0,0.8
3152,Feminino,Parda,Estadual,583.5,528.6,499.2,440.7,720.0,EM incompleto,PG incompleto,True,19.0,132.0,0.9,0.0,0.0,0.6
3153,Feminino,Branca,Estadual,381.5,452.1,481.3,442.9,520.0,PG incompleto,PG incompleto,True,18.0,1155.00125,1.125,0.0,0.5,2.0
3154,Feminino,Parda,Estadual,648.5,590.9,595.9,640.4,580.0,ES incompleto,PG incompleto,True,18.0,990.0016666666668,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667
3155,Masculino,Branca,Privada,582.8,434.8,409.5,601.5,620.0,ES incompleto,PG incompleto,True,18.0,1188.001,0.9,0.6,0.0,1.4
3156,Feminino,Parda,Privada,498.8,473.6,635.3,412.2,520.0,EM incompleto,PG incompleto,True,17.0,1155.0025,1.0,0.0,0.5,3.5
3157,Feminino,Branca,Privada,591.1,440.0,600.9,541.7,680.0,PG incompleto,PG incompleto,True,17.0,2310.0025,2.25,0.5,0.5,3.0
3158,Masculino,Branca,Privada,634.7,560.9,646.9,593.8,640.0,PG completo,ES incompleto,True,17.0,907.50125,1.125,0.25,0.0,1.5
3159,Feminino,Branca,Privada,622.5,625.0,724.9,572.2,800.0,PG completo,PG incompleto,True,19.0,1980.0016666666668,1.0,1.5,0.6666666666666666,2.6666666666666665
3160,Feminino,Branca,Estadual,538.0,511.8,594.9,562.9,620.0,EF-2 incompleto,EF-2 incompleto,True,18.0,94.28571428571428,0.6428571428571429,0.0,0.1428571428571428,1.0
3161,Feminino,Preta,Privada,438.7,393.4,469.6,507.8,560.0,ES incompleto,ES incompleto,True,17.0,330.00100000000003,0.9,0.2,0.2,1.2
3162,Masculino,Branca,Privada,590.5,555.7,662.6,583.9,780.0,ES incompleto,ES incompleto,True,18.0,2145.0012500000003,1.125,0.25,0.25,2.0
3163,Masculino,Branca,Estadual,516.3,618.6,742.9,589.9,640.0,ES incompleto,PG completo,True,17.0,3630.00125,1.125,0.5,0.25,1.5
3164,Masculino,Parda,Privada,535.7,479.6,374.0,504.4,620.0,EM incompleto,ES incompleto,True,18.0,1155.00125,1.125,0.25,0.25,1.25
3165,Feminino,Parda,Estadual,549.2,530.8,474.9,576.6,740.0,EF-1 incompleto,EM incompleto,False,17.0,220.0,1.0,0.0,0.3333333333333333,2.0
3166,Feminino,Parda,Estadual,475.5,432.8,476.3,472.8,400.0,EM incompleto,ES incompleto,True,18.0,577.50125,1.125,0.25,0.25,1.5
3167,Masculino,Branca,Privada,430.5,394.6,406.1,437.0,520.0,EM incompleto,ES incompleto,True,17.0,770.0016666666667,0.3333333333333333,0.0,0.0,1.3333333333333333
